Id,Label,timeset,username,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
14122,,,mmooyyaa25,0,1,1,0,1,1,0,0,1,1,1,0
14123,,,mocchimonac,0,1,1,0,1,1,0,0,1,1,1,0
14124,,,deeznutwt,0,5,5,0,5,5,0,0,1,1,1,0
14125,,,SENILAETITIA2,0,1,1,0,1,1,0,0,1,1,1,0
14126,,,taegithetiger,0,1,1,0,1,1,0,0,1,1,1,0
14127,,,LOVEURSELFTEAR,0,1,1,0,1,1,0,0,1,1,1,0
14128,,,okay_k3nny,0,1,1,0,1,1,0,0,1,1,1,0
14129,,,Crowkarlayahoo1,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14130,,,nouveau3a,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14131,,,yuzuwooseok,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14132,,,Na_o_cchiFC_28,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14133,,,macolon2,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14134,,,SEATALIA,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14135,,,JentoftMichael,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14136,,,byethewayyy,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14137,,,Lovablejhope,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14138,,,lacey57246999,0,4,4,0,5,5,0,0,2,0.833333,0.9,0
14139,,,ziyiliu31687052,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14140,,,txtinvictus,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14141,,,ktuohyfans,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14142,,,JawadPullin,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14143,,,diccids,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14144,,,hrsepowr04,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
14145,,,Patrici20765403,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
14146,,,germankar26,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
14147,,,jmnswirl,0,1,1,0,1,1,0,0,1,1,1,0
14148,,,wizkid5000,0,1,1,0,1,1,0,0,1,1,1,0
14149,,,random_fandms,0,1,1,0,1,1,0,0,1,1,1,0
14150,,,lejenma,0,1,1,0,1,1,0,0,1,1,1,0
14151,,,aileenlee,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
14152,,,lxx_prettymuch,0,1,1,0,1,1,0,0,1,1,1,0
14153,,,vertigoal,8,1,9,9,1,10,0.125,0.053497,0,0,0,0
14154,,,KaahanuiIkaika,0,1,1,0,2,2,0,0,1,1,1,0
14155,,,n3gHDrkmeR7kb27,0,1,1,0,1,1,0,0,1,1,1,0
14156,,,Colraz825,0,1,1,0,1,1,0,0,1,1,1,0
14157,,,minnobara,0,1,1,0,1,1,0,0,1,1,1,0
14158,,,YEONTANSYOONGI,0,1,1,0,1,1,0,0,1,1,1,0
14159,,,nosliwyelhsa,0,1,1,0,1,1,0,0,1,1,1,0
14160,,,DJimjn,0,1,1,0,1,1,0,0,1,1,1,0
14161,,,wihyeonyi,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14162,,,j9hnny5,0,1,1,0,1,1,0,0,1,1,1,0
14163,,,han_xiaolei,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
14164,,,jjangskiz,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
14165,,,TDeiei,0,1,1,0,1,1,0,0,3,0.5,0.583333,0
14166,,,icyyuzujun,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
14167,,,saffsquires,0,1,1,0,1,1,0,0,1,1,1,0
14168,,,babysseoks,0,1,1,0,1,1,0,0,1,1,1,0
14169,,,Shawnft305,0,1,1,0,1,1,0,0,1,1,1,0
14170,,,Jose__Briceno,0,2,2,0,2,2,0,0,1,1,1,0
14171,,,magetano_,0,1,1,0,1,1,0,0,1,1,1,0
14172,,,decmberstragedy,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14173,,,purpleroses102,0,1,1,0,1,1,0,0,1,1,1,0
14174,,,jinjinsuger3,0,3,3,0,3,3,0,0,1,1,1,0
14175,,,packer_nat12,6,1,7,7,1,8,0.166667,0.043617,0,0,0,0
14176,,,_kjmsupremacist,0,1,1,0,1,1,0,0,1,1,1,0
14177,,,dpryuru,0,1,1,0,1,1,0,0,1,1,1,0
14178,,,chim_calicocat,0,1,1,0,1,1,0,0,1,1,1,0
14179,,,nazmulmarketer1,14,1,15,17,1,18,0.071429,0.09362,0,0,0,0
14180,,,beomkaizt,0,1,1,0,1,1,0,0,1,1,1,0
14181,,,Jjktaegukk,0,1,1,0,1,1,0,0,1,1,1,0
14182,,,EmmaBallerinaa,0,1,1,0,1,1,0,0,1,1,1,0
14183,,,chuuslip,0,1,1,0,1,1,0,0,1,1,1,0
14184,,,fruity_fan,0,1,1,0,1,1,0,0,1,1,1,0
14185,,,archiveyoonie,0,1,1,0,1,1,0,0,1,1,1,0
14186,,,clandersen,0,1,1,0,1,1,0,0,1,1,1,0
14187,,,KINGJULIENST0ES,0,1,1,0,2,2,0,0,1,1,1,0
14188,,,serabee808,0,1,1,0,1,1,0,0,1,1,1,0
14189,,,krakesama,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
14190,,,aayXX8812,0,1,1,0,1,1,0,0,1,1,1,0
14191,,,bloompow_,0,1,1,0,1,1,0,0,1,1,1,0
14192,,,joonietae7,0,1,1,0,1,1,0,0,1,1,1,0
14193,,,sdurso5,0,1,1,0,1,1,0,0,1,1,1,0
14194,,,marcosarellano,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14195,,,agustmehhh,0,1,1,0,1,1,0,0,1,1,1,0
14196,,,chaenoze,0,1,1,0,1,1,0,0,1,1,1,0
14197,,,Bosefina,9,1,10,9,1,10,0.111111,0.063679,0,0,0,0
14198,,,LamboGold,0,1,1,0,1,1,0,0,1,1,1,0
14199,,,Dianna222,0,1,1,0,1,1,0,0,1,1,1,0
14200,,,TheJediAshCash,0,1,1,0,1,1,0,0,1,1,1,0
14201,,,auscoups,0,1,1,0,1,1,0,0,1,1,1,0
14202,,,taemingmyass,0,1,1,0,1,1,0,0,1,1,1,0
14203,,,glittermess,0,1,1,0,1,1,0,0,1,1,1,0
14204,,,Hanferd1,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
14205,,,ckemp3,0,1,1,0,1,1,0,0,1,1,1,0
14206,,,d0506007army,0,1,1,0,1,1,0,0,1,1,1,0
14207,,,sammmbaty,0,1,1,0,1,1,0,0,1,1,1,0
14208,,,chainofmelody,0,1,1,0,1,1,0,0,1,1,1,0
14209,,,binniefrost,0,1,1,0,1,1,0,0,1,1,1,0
14210,,,ATSUSHIIST,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
14211,,,Mlha5GneTIgKJ8H,0,2,2,0,2,2,0,0,1,1,1,0
14212,,,Joni_Looking,0,1,1,0,1,1,0,0,1,1,1,0
14213,,,naevisdrive,0,1,1,0,1,1,0,0,1,1,1,0
14214,,,ZHANXlAO,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
14215,,,childemyochii,0,1,1,0,1,1,0,0,1,1,1,0
14216,,,Softkenmaa,0,1,1,0,1,1,0,0,1,1,1,0
14217,,,haruuuuuuu20,0,1,1,0,1,1,0,0,1,1,1,0
14218,,,taejunniegf,0,1,1,0,1,1,0,0,1,1,1,0
14219,,,eunwoospockets,4,1,5,4,1,5,0.25,0.054702,0,0,0,0
14220,,,taelfriend,1,1,2,1,1,2,0,0.006687,0,0,0,0
14221,,,frshwaterotter,3,2,5,3,2,5,0.25,0.020061,1,1,1,2
14222,,,smolitto,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14223,,,eltongianni,4,1,5,4,1,5,0.25,0.051755,0,0,0,0
14224,,,JiminsSideBitcg,0,1,1,0,1,1,0,0,1,1,1,0
14225,,,zappnap,1,1,2,1,1,2,0,0.006687,0,0,0,0
14226,,,Andy_Beebe,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
14227,,,taehyunluvr02,0,1,1,0,1,1,0,0,1,1,1,0
14228,,,h0lyseok,0,1,1,0,1,1,0,0,1,1,1,0
14229,,,kimmmaaaaa,22,1,23,23,1,24,0.045455,0.178565,0,0,0,0
14230,,,goldenmikaeIa,0,1,1,0,1,1,0,0,1,1,1,0
14231,,,ur_all_sick,0,1,1,0,1,1,0,0,1,1,1,0
14232,,,LittleRJ6,0,1,1,0,1,1,0,0,1,1,1,0
14233,,,qhMyzWvDj5TtLfY,0,1,1,0,1,1,0,0,1,1,1,0
14234,,,NavyDeQualite,0,1,1,0,1,1,0,0,1,1,1,0
14235,,,Musical_Otter,0,1,1,0,1,1,0,0,1,1,1,0
14236,,,Xenophon9,0,1,1,0,1,1,0,0,1,1,1,0
14237,,,tonjapowell,0,1,1,0,1,1,0,0,1,1,1,0
14238,,,bekind_please,0,1,1,0,1,1,0,0,1,1,1,0
14239,,,WittyHendrix,0,1,1,0,1,1,0,0,1,1,1,0
14240,,,SarahReed06,0,3,3,0,3,3,0,0,1,1,1,0
14241,,,nowisthetimedsw,0,1,1,0,1,1,0,0,1,1,1,0
14242,,,medallegheny1,0,1,1,0,1,1,0,0,1,1,1,0
14243,,,promiseaxc,0,1,1,0,1,1,0,0,1,1,1,0
14244,,,cecyrocconi,13,1,14,13,1,14,0.076923,0.086933,0,0,0,0
14245,,,azarassey,0,1,1,0,1,1,0,0,1,1,1,0
14246,,,em_pelant,0,1,1,0,1,1,0,0,1,1,1,0
14247,,,murcocks,0,1,1,0,1,1,0,0,1,1,1,0
14248,,,shotoukeki,0,2,2,0,2,2,0,0,1,1,1,0
14249,,,racha_lea,0,1,1,0,1,1,0,0,1,1,1,0
14250,,,adyfaye_,0,1,1,0,1,1,0,0,1,1,1,0
14251,,,FkhmJp,0,2,2,0,2,2,0,0,1,1,1,0
14252,,,JoeMSimEducator,0,1,1,0,1,1,0,0,1,1,1,0
14253,,,mengimben,0,1,1,0,1,1,0,0,1,1,1,0
14254,,,LouisaCornell,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
14255,,,korozs2,0,1,1,0,1,1,0,0,1,1,1,0
14256,,,MidtermsPlease,0,1,1,0,1,1,0,0,1,1,1,0
14257,,,lazypasty,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
14258,,,dilucfly,0,1,1,0,1,1,0,0,1,1,1,0
14259,,,Gmasterg4,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
14260,,,BalladeNo1_Op23,0,1,1,0,1,1,0,0,1,1,1,0
14261,,,Jacobskatee,9,1,10,9,1,10,0.111111,0.067173,0,0,0,0
14262,,,usergolcha,0,1,1,0,1,1,0,0,1,1,1,0
14263,,,zoazoaly,0,1,1,0,1,1,0,0,1,1,1,0
14264,,,Kat4Obama,0,1,1,0,1,1,0,0,1,1,1,0
14265,,,yugenstation,0,1,1,0,1,1,0,0,1,1,1,0
14266,,,Jeremiah092,0,1,1,0,1,1,0,0,1,1,1,0
14267,,,SuzanneLieb4,0,1,1,0,1,1,0,0,1,1,1,0
14268,,,Rachel_Sunset,12,1,13,12,1,13,0.083333,0.097717,0,0,0,0
14269,,,andyrasda_78,0,1,1,0,1,1,0,0,1,1,1,0
14270,,,atinychaeng,0,1,1,0,1,1,0,0,1,1,1,0
14271,,,see_tea_kay,0,1,1,0,1,1,0,0,1,1,1,0
14272,,,moonlightsky_,0,1,1,0,1,1,0,0,1,1,1,0
14273,,,MEIHA0SUN,0,2,2,0,2,2,0,0,1,1,1,0
14274,,,bokutochan,0,1,1,0,1,1,0,0,1,1,1,0
14275,,,naganosilver98,0,2,2,0,2,2,0,0,1,1,1,0
14276,,,mommajessiec,0,1,1,0,1,1,0,0,1,1,1,0
14277,,,ShannonBP2020,0,1,1,0,1,1,0,0,1,1,1,0
14278,,,ActuallyDSW,7,1,8,7,1,8,0.142857,0.04681,0,0,0,0
14279,,,skeluko,0,1,1,0,1,1,0,0,1,1,1,0
14280,,,Ladybug81063923,0,2,2,0,2,2,0,0,1,1,1,0
14281,,,pjmlover13,0,1,1,0,1,1,0,0,1,1,1,0
14282,,,meri443,0,1,1,0,1,1,0,0,1,1,1,0
14283,,,nobleglaze,0,1,1,0,1,1,0,0,1,1,1,0
14284,,,alondra_1712,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14285,,,ilyseungwoo,12,1,13,12,1,13,0.083333,0.080246,0,0,0,0
14286,,,dnewbern01,0,3,3,0,3,3,0,0,1,1,1,0
14287,,,Sh0ut02,0,1,1,0,1,1,0,0,1,1,1,0
14288,,,MNO10925,0,1,1,0,1,1,0,0,1,1,1,0
14289,,,quite_delight,0,1,1,0,1,1,0,0,1,1,1,0
14290,,,bluethorn2018,0,1,1,0,1,1,0,0,1,1,1,0
14291,,,hz_udhr,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
14292,,,gabyvousaime,0,1,1,0,1,1,0,0,1,1,1,0
14293,,,kashiragi0710,0,1,1,0,1,1,0,0,1,1,1,0
14294,,,karouworld,0,1,1,0,1,1,0,0,1,1,1,0
14295,,,ubudoc,0,2,2,0,2,2,0,0,1,1,1,0
14296,,,MOORAKAMl,0,1,1,0,1,1,0,0,1,1,1,0
14297,,,StarlightxYuna,0,1,1,0,1,1,0,0,1,1,1,0
14298,,,DetectiveGomez,0,1,1,0,1,1,0,0,1,1,1,0
14299,,,backsideisadeep,0,1,1,0,1,1,0,0,1,1,1,0
14300,,,hari_raang,0,1,1,0,1,1,0,0,1,1,1,0
14301,,,Mardigroan,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
14302,,,ktrez17_2,0,3,3,0,3,3,0,0,1,1,1,0
14303,,,Yoongi_Thighs,0,2,2,0,2,2,0,0,1,1,1,0
14304,,,awesomea1ecis,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14305,,,ceg001,0,1,1,0,1,1,0,0,1,1,1,0
14306,,,panfanabbeh,0,1,1,0,1,1,0,0,1,1,1,0
14307,,,richie_bressler,5,1,6,5,1,6,0.2,0.074975,0,0,0,0
14308,,,jr_09_,0,1,1,0,1,1,0,0,1,1,1,0
14309,,,gxsjsy,0,1,1,0,1,1,0,0,1,1,1,0
14310,,,aboutNathanwvid,6,1,7,7,2,9,0.166667,0.048918,0,0,0,0
14311,,,MsJR88,0,1,1,0,1,1,0,0,1,1,1,0
14312,,,_realbigmack,0,1,1,0,1,1,0,0,1,1,1,0
14313,,,boguskazofia,8,1,9,8,1,9,0.125,0.053497,0,0,0,0
14314,,,Katbeloo,0,1,1,0,1,1,0,0,1,1,1,0
14315,,,mofustrofus,0,1,1,0,1,1,0,0,1,1,1,0
14316,,,sopesaur,0,1,1,0,1,1,0,0,1,1,1,0
14317,,,MoSquitoXS,0,1,1,0,1,1,0,0,1,1,1,0
14318,,,cutebluebinnies,8,1,9,9,2,11,0.125,0.101002,0,0,0,0
14319,,,epiinoya,0,1,1,0,1,1,0,0,1,1,1,0
14320,,,simoncee,0,1,1,0,1,1,0,0,1,1,1,0
14321,,,christineniSF,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14322,,,sonokocentral,0,1,1,0,1,1,0,0,1,1,1,0
14323,,,microbialmess,21,1,22,21,1,22,0.047619,0.237877,0,0,0,0
14324,,,SkatingLesson,0,1,1,0,1,1,0,0,1,1,1,0
14325,,,nightsky098,0,1,1,0,1,1,0,0,1,1,1,0
14326,,,ashomastanlol,0,1,1,0,1,1,0,0,1,1,1,0
14327,,,nittanyrich,0,1,1,0,1,1,0,0,1,1,1,0
14328,,,hellscrime,0,1,1,0,1,1,0,0,1,1,1,0
14329,,,syhdhssli,0,1,1,0,1,1,0,0,1,1,1,0
14330,,,SGtae_studio,0,1,1,0,1,1,0,0,1,1,1,0
14331,,,swagwatermelonn,0,1,1,0,1,1,0,0,1,1,1,0
14332,,,kookvmze,0,1,1,0,1,1,0,0,1,1,1,0
14333,,,702sundevil,0,1,1,0,1,1,0,0,1,1,1,0
14334,,,Bummies2005,0,1,1,0,1,1,0,0,1,1,1,0
14335,,,joyrevels28,0,1,1,0,1,1,0,0,1,1,1,0
14336,,,ToxicTokyo3,0,1,1,0,1,1,0,0,1,1,1,0
14337,,,anneparkehome,0,1,1,0,1,1,0,0,1,1,1,0
14338,,,jaywill73097884,0,1,1,0,1,1,0,0,1,1,1,0
14339,,,1Lavishone,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14340,,,breadjoonie,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14341,,,Angela56396604,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14342,,,yyokiki,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14343,,,softforjunhwan,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
14344,,,kj_hardesty,0,1,1,0,1,1,0,0,1,1,1,0
14345,,,Varun9Vijay,0,1,1,0,1,1,0,0,1,1,1,0
14346,,,isabellaxlayne,0,2,2,0,2,2,0,0,1,1,1,0
14347,,,inkigayso,0,1,1,0,1,1,0,0,1,1,1,0
14348,,,yuk1shiro,0,1,1,0,1,1,0,0,1,1,1,0
14349,,,GLucivero,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14350,,,fadwinwin,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
14351,,,Ak1uSapisuK,0,1,1,0,1,1,0,0,1,1,1,0
14352,,,lunarhrj,0,1,1,0,1,1,0,0,1,1,1,0
14353,,,BTSFlyToMyRoom,0,1,1,0,1,1,0,0,1,1,1,0
14354,,,mprebo,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14355,,,radicalxrad,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14356,,,yerimmiehh,0,1,1,0,1,1,0,0,1,1,1,0
14357,,,soodandansoo,0,1,1,0,1,1,0,0,1,1,1,0
14358,,,tomoonshot,4,1,5,5,1,6,0.25,0.026749,0,0,0,0
14359,,,tattsunss,0,1,1,0,2,2,0,0,1,1,1,0
14360,,,babejeonkook,0,1,1,0,1,1,0,0,1,1,1,0
14361,,,nqlhdm,0,1,1,0,1,1,0,0,1,1,1,0
14362,,,dannyboi866,4,1,5,4,1,5,0.25,0.040725,0,0,0,0
14363,,,Kiker16R,0,1,1,0,1,1,0,0,1,1,1,0
14364,,,sunbxna,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
14365,,,shinyoshii,0,1,1,0,1,1,0,0,1,1,1,0
14366,,,WatcherInWater,0,1,1,0,1,1,0,0,1,1,1,0
14367,,,myhlee,0,1,1,0,1,1,0,0,1,1,1,0
14368,,,gimternet,11,1,12,11,1,12,0.090909,0.096825,0,0,0,0
14369,,,oofderliana,0,1,1,0,1,1,0,0,1,1,1,0
14370,,,figureskatoma,0,1,1,0,1,1,0,0,1,1,1,0
14371,,,Hoshi_moonshine,0,1,1,0,1,1,0,0,1,1,1,0
14372,,,beamsna,0,1,1,0,1,1,0,0,1,1,1,0
14373,,,FruityAlia,0,2,2,0,2,2,0,0,1,1,1,0
14374,,,iTAEUNHWI,0,1,1,0,1,1,0,0,1,1,1,0
14375,,,JSJdarling,9,1,10,9,1,10,0.111111,0.060184,0,0,0,0
14376,,,wonhyuking,0,1,1,0,1,1,0,0,1,1,1,0
14377,,,wingrls,0,2,2,0,2,2,0,0,1,1,1,0
14378,,,ayirpelle,0,1,1,0,1,1,0,0,1,1,1,0
14379,,,blossom___os,0,1,1,0,1,1,0,0,1,1,1,0
14380,,,yejunfarts,0,1,1,0,1,1,0,0,1,1,1,0
14381,,,postapop,0,1,1,0,1,1,0,0,1,1,1,0
14382,,,shestoyork,0,1,1,0,1,1,0,0,1,1,1,0
14383,,,Aaronwuf,16,1,17,17,2,19,0.0625,0.106994,0,0,0,0
14384,,,obitosgoggles,0,1,1,0,1,1,0,0,1,1,1,0
14385,,,Rx2Wfalcon,0,1,1,0,1,1,0,0,1,1,1,0
14386,,,MonaLis71231447,0,1,1,0,1,1,0,0,1,1,1,0
14387,,,LUNECERISE,0,2,2,0,2,2,0,0,1,1,1,0
14388,,,AzucenaKyung,0,1,1,0,1,1,0,0,1,1,1,0
14389,,,uarebreathtakin,0,1,1,0,1,1,0,0,1,1,1,0
14390,,,ctrlshiftae,0,1,1,0,1,1,0,0,1,1,1,0
14391,,,Min13Be,0,1,1,0,1,1,0,0,1,1,1,0
14392,,,nhgrown,0,1,1,0,1,1,0,0,1,1,1,0
14393,,,forwooandyo,0,1,1,0,1,1,0,0,1,1,1,0
14394,,,tkmryk,0,1,1,0,1,1,0,0,1,1,1,0
14395,,,IngrydMndz,0,1,1,0,1,1,0,0,1,1,1,0
14396,,,TokinForever,0,1,1,0,1,1,0,0,1,1,1,0
14397,,,EvRoundTable,20,1,21,20,1,21,0.05,0.137237,0,0,0,0
14398,,,AstridC38396273,0,1,1,0,1,1,0,0,1,1,1,0
14399,,,rangerstrash,0,1,1,0,1,1,0,0,1,1,1,0
14400,,,EqualityWorld,0,1,1,0,1,1,0,0,1,1,1,0
14401,,,KyuMinSmut,0,1,1,0,1,1,0,0,1,1,1,0
14402,,,Fried49G,0,1,1,0,1,1,0,0,1,1,1,0
14403,,,RAKlotsky,0,1,1,0,1,1,0,0,1,1,1,0
14404,,,akatsukisosa,0,1,1,0,1,1,0,0,1,1,1,0
14405,,,shiroyoshikuro,0,1,1,0,1,1,0,0,1,1,1,0
14406,,,Taigiquan,0,1,1,0,1,1,0,0,1,1,1,0
14407,,,rockleefucker,0,2,2,0,2,2,0,0,1,1,1,0
14408,,,vixisan,0,1,1,0,1,1,0,0,1,1,1,0
14409,,,xunguangyue1,0,1,1,0,1,1,0,0,1,1,1,0
14410,,,_Till7,0,1,1,0,1,1,0,0,1,1,1,0
14411,,,abarooski,0,2,2,0,2,2,0,0,1,1,1,0
14412,,,jellodejjk,0,1,1,0,1,1,0,0,1,1,1,0
14413,,,MalidarUthai,0,1,1,0,1,1,0,0,1,1,1,0
14414,,,Austin55713770,0,1,1,0,1,1,0,0,1,1,1,0
14415,,,ndntshmyg,0,1,1,0,1,1,0,0,1,1,1,0
14416,,,GaryJon58745857,0,1,1,0,1,1,0,0,1,1,1,0
14417,,,mazethesoul,0,1,1,0,1,1,0,0,1,1,1,0
14418,,,hi_butter_fly,0,1,1,0,1,1,0,0,1,1,1,0
14419,,,rikusoraumi5,0,1,1,0,1,1,0,0,1,1,1,0
14420,,,tayguksus,0,2,2,0,2,2,0,0,1,1,1,0
14421,,,jeonwthu,0,1,1,0,1,1,0,0,1,1,1,0
14422,,,kattrina_m,0,1,1,0,1,1,0,0,1,1,1,0
14423,,,ushuz_,0,1,1,0,1,1,0,0,1,1,1,0
14424,,,Collinleef,0,1,1,0,1,1,0,0,1,1,1,0
14425,,,Artemishazel7,0,1,1,0,1,1,0,0,1,1,1,0
14426,,,preciouseokjinn,0,1,1,0,1,1,0,0,1,1,1,0
14427,,,patstagepage,0,1,1,0,1,1,0,0,1,1,1,0
14428,,,alluwra,4,1,5,4,1,5,0,0.01584,1,1,1,4
14429,,,glitterwoos,0,1,1,0,1,1,0,0,1,1,1,0
14430,,,takami_sahi,0,1,1,0,1,1,0,0,1,1,1,0
14431,,,dchanlaw,1,1,2,1,1,2,0,0.006687,0,0,0,0
14432,,,how2Bawesome,23,1,24,23,1,24,0.043478,0.157299,0,0,0,0
14433,,,Celiafer77,0,1,1,0,1,1,0,0,1,1,1,0
14434,,,ug_ugi1314,0,1,1,0,1,1,0,0,1,1,1,0
14435,,,_eleot_,0,1,1,0,1,1,0,0,1,1,1,0
14436,,,aaamanda,1,3,4,1,3,4,0.333333,0.006687,2,0.75,0.833333,0
14437,,,moorigold,0,1,1,0,1,1,0,0,1,1,1,0
14438,,,YoongiLeftPinky,0,1,1,0,1,1,0,0,1,1,1,0
14439,,,conbinikaraage,0,1,1,0,1,1,0,0,1,1,1,0
14440,,,syle139,0,1,1,0,1,1,0,0,1,1,1,0
14441,,,ladaxknw,0,1,1,0,1,1,0,0,1,1,1,0
14442,,,SELMAMARIADESO9,0,1,1,0,1,1,0,0,1,1,1,0
14443,,,choco_iceYM,0,1,1,0,1,1,0,0,1,1,1,0
14444,,,paulhunsinger69,0,1,1,0,1,1,0,0,1,1,1,0
14445,,,damlaymben,0,1,1,0,1,1,0,0,1,1,1,0
14446,,,atsuthighs,0,1,1,0,1,1,0,0,1,1,1,0
14447,,,QueenCeleste888,0,1,1,0,1,1,0,0,1,1,1,0
14448,,,leeaaoong,0,1,1,0,1,1,0,0,1,1,1,0
14449,,,jungkooprint,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
14450,,,TokyoSanctuary,0,1,1,0,1,1,0,0,1,1,1,0
14451,,,dilfcnu,6,2,8,6,2,8,0.142857,0.043617,1,1,1,5
14452,,,BoystownTweets,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14453,,,iJuyeonHello,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14454,,,Elizabeth_Whyte,0,1,1,0,1,1,0,0,1,1,1,0
14455,,,MurreyJacobson,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
14456,,,lianbunbun,0,1,1,0,1,1,0,0,1,1,1,0
14457,,,RollingStone,1,1,2,1,1,2,0,0.006687,0,0,0,0
14458,,,whoskevinla,3,1,4,3,1,4,0.333333,0.04193,0,0,0,0
14459,,,Nathy2895,0,1,1,0,1,1,0,0,1,1,1,0
14460,,,the_milky_white,6,1,7,7,1,8,0.166667,0.040123,0,0,0,0
14461,,,sunsethues_,0,1,1,0,1,1,0,0,1,1,1,0
14462,,,Rachmahnah,0,2,2,0,2,2,0,0,1,1,1,0
14463,,,iam_seanbond,0,1,1,0,2,2,0,0,1,1,1,0
14464,,,thepigprint,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
14465,,,Cubanitoray2005,0,1,1,0,1,1,0,0,1,1,1,0
14466,,,3Ababe,0,1,1,0,1,1,0,0,1,1,1,0
14467,,,seokjinniescute,0,1,1,0,1,1,0,0,1,1,1,0
14468,,,pudwon,1,1,2,1,1,2,0,0.006687,0,0,0,0
14469,,,cuntwayv,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
14470,,,vvielien,0,1,1,0,1,1,0,0,1,1,1,0
14471,,,omgplay13,0,1,1,0,1,1,0,0,1,1,1,0
14472,,,spideyjkk,0,2,2,0,2,2,0,0,1,1,1,0
14473,,,3ningz,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14474,,,mayumi18fsbb,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14475,,,mandarin0808,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
14476,,,minnnieyoongles,0,1,1,0,1,1,0,0,1,1,1,0
14477,,,fucksyoon,6,1,7,6,1,7,0,0.02376,1,1,1,6
14478,,,MissMiaMina,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14479,,,aquilineburns,0,1,1,0,1,1,0,0,1,1,1,0
14480,,,ClaudiaMayPhD,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
14481,,,HillaryVilleno,0,1,1,0,1,1,0,0,1,1,1,0
14482,,,miyoko_suzuki,0,1,1,0,1,1,0,0,1,1,1,0
14483,,,dove_xxxx,0,1,1,0,1,1,0,0,1,1,1,0
14484,,,CeeEyes,0,1,1,0,1,1,0,0,1,1,1,0
14485,,,CindisPLace,0,1,1,0,1,1,0,0,1,1,1,0
14486,,,peachuufilter,0,1,1,0,1,1,0,0,1,1,1,0
14487,,,knikuzushitxt,0,1,1,0,1,1,0,0,1,1,1,0
