Id,Label,timeset,username,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,clustering,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
1149,,,RajabAlmukarrom,0,1,1,0,1,1,0,0,1,1,1,0
1150,,,kpoppie_anonnie,1,1,2,1,1,2,0,0.006687,0,0,0,0
1151,,,DPaulec,1,1,2,1,1,2,0,0.006687,0,0,0,0
1152,,,artysafe,1,1,2,1,1,2,0,0.006687,0,0,0,0
1153,,,deelee60111413,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1154,,,AustinLouis5,0,4,4,0,4,4,0,0,1,1,1,0
1155,,,traumen351,0,1,1,0,1,1,0,0,1,1,1,0
1156,,,pat_marzola,1,1,2,1,1,2,0,0.006687,0,0,0,0
1157,,,yuzu_news1,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1158,,,Remember1421,0,1,1,0,1,1,0,0,1,1,1,0
1159,,,EmrgncyContact,4,1,5,4,1,5,0.25,0.052112,0,0,0,0
1160,,,BobKahler2,7,2,9,9,2,11,0.125,0.050304,1,1,1,6
1161,,,coco_ice0505,0,2,2,0,2,2,0,0,1,1,1,0
1162,,,TKaiere,0,3,3,0,3,3,0,0,1,1,1,0
1163,,,DIORKOOKZ,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1164,,,LoneWMcCord1,0,1,1,0,1,1,0,0,1,1,1,0
1165,,,TheJerryPi,0,1,1,0,1,1,0,0,1,1,1,0
1166,,,thePumamama,1,1,2,1,1,2,0,0.006687,0,0,0,0
1167,,,NthemakeupAISLE,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1168,,,JellyJelloBbear,0,3,3,0,3,3,0,0,1,1,1,0
1169,,,LtsFlwr70,1,1,2,2,2,4,0,0.006687,0,0,0,0
1170,,,ChessKidcom,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1171,,,claymore2of9,0,3,3,0,3,3,0,0,3,0.625,0.766667,0
1172,,,yixuzi,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1173,,,TheInfo41603739,0,1,1,0,1,1,0,0,1,1,1,0
1174,,,americand0lphin,0,1,1,0,1,1,0,0,1,1,1,0
1175,,,moron05274469,0,1,1,0,1,1,0,0,1,1,1,0
1176,,,crazysanta09,0,1,1,0,1,1,0,0,1,1,1,0
1177,,,Parlino1946,1,1,2,1,1,2,0,0.006687,0,0,0,0
1178,,,HilluAbblader,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1179,,,IPurpleBTS0613,0,2,2,0,2,2,0,0,1,1,1,0
1180,,,KatyS45,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1181,,,tsr_balto,0,1,1,0,1,1,0,0,1,1,1,0
1182,,,butteryoonjin,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
1183,,,elizabeth_ann5_,0,1,1,0,1,1,0,0,1,1,1,0
1184,,,kumaichi523,0,1,1,0,1,1,0,0,1,1,1,0
1185,,,fyreskroll,0,2,2,0,2,2,0,0,1,1,1,0
1186,,,DaveMoore20,1,1,2,1,1,2,0,0.006687,0,0,0,0
1187,,,Shouko_Maecchi,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1188,,,djsmallchange,0,1,1,0,1,1,0,0,1,1,1,0
1189,,,nMwBNu7PhgnvifE,0,2,2,0,2,2,0,0,1,1,1,0
1190,,,LiaWolff,0,1,1,0,1,1,0,0,1,1,1,0
1191,,,AlyannaJanelJoy,0,1,1,0,1,1,0,0,1,1,1,0
1192,,,CLN46217,2,1,3,2,1,3,0.5,0.044822,0,0,0,0
1193,,,BarstoolGlobal,9,2,11,10,3,13,0.1,0.060184,1,1,1,8
1194,,,silverbow53,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1195,,,Futuris13933597,0,1,1,0,1,1,0,0,1,1,1,0
1196,,,JAGSING52621982,1,1,2,1,1,2,0,0.006687,0,0,0,0
1197,,,georgewillmdole,5,1,6,6,1,7,0.2,0.033436,0,0,0,0
1198,,,TAsteve2013,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
1199,,,FfeFfef1102,0,1,1,0,1,1,0,0,1,1,1,0
1200,,,MJW_DC,0,1,1,0,2,2,0,0,1,1,1,0
1201,,,melonbirbb,6,2,8,7,3,10,0.142857,0.050606,1,1,1,7
1202,,,EvaSiu21,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
1203,,,tiantian_s,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
1204,,,_ptcm_,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
1205,,,Tommy8668,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
1206,,,mzw007,3,1,4,4,2,6,0.333333,0.028243,0,0,0,0
1207,,,l_multiverse,0,5,5,0,5,5,0,0,1,1,1,0
1208,,,n0t_PLo,6,1,7,7,2,9,0.166667,0.040123,0,0,0,0
1209,,,BarronIncognito,0,1,1,0,1,1,0,0,1,1,1,0
1210,,,mayo4u,0,1,1,0,1,1,0,0,1,1,1,0
1211,,,nichibei,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1212,,,Awkwardlyautis1,0,1,1,0,1,1,0,0,1,1,1,0
1213,,,BostonAAFilm,5,1,6,7,3,10,0.2,0.033436,0,0,0,0
1214,,,sanyonarahitori,1,1,2,1,1,2,0,0.006687,0,0,0,0
1215,,,ScottSk8Academy,1,1,2,1,1,2,0,0.006687,0,0,0,0
1216,,,FordIceCenter,1,1,2,1,1,2,0,0.006687,0,0,0,0
1217,,,harveyheyy,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1218,,,Nooelia10,0,1,1,0,1,1,0,0,1,1,1,0
1219,,,siu_head,0,1,1,0,1,1,0,0,1,1,1,0
1220,,,mareepy,0,2,2,0,2,2,0,0,1,1,1,0
1221,,,ClintonCallie,0,1,1,0,1,1,0,0,1,1,1,0
1222,,,SamHarp65562239,0,1,1,0,1,1,0,0,1,1,1,0
1223,,,erinnmariee__,0,1,1,0,1,1,0,0,1,1,1,0
1224,,,figureetc,0,1,1,0,1,1,0,0,1,1,1,0
1225,,,zhaokeke4,0,1,1,0,1,1,0,0,1,1,1,0
1226,,,kyuu,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
1227,,,yuzurufan7777,0,9,9,0,12,12,0,0,2,0.909091,0.95,0
1228,,,moonkinellsey,0,1,1,0,1,1,0,0,1,1,1,0
1229,,,gblkh2,0,1,1,0,1,1,0,0,1,1,1,0
1230,,,pastorabharris,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1231,,,kittycatnoir123,0,1,1,0,1,1,0,0,1,1,1,0
1232,,,audreyandray,0,1,1,0,1,1,0,0,1,1,1,0
1233,,,SchwartzInsGrp,1,1,2,1,1,2,0,0.006687,0,0,0,0
1234,,,IamStephenHuang,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1235,,,Betelo1,0,1,1,0,1,1,0,0,1,1,1,0
1236,,,Fatfish0721,0,1,1,0,1,1,0,0,1,1,1,0
1237,,,RochonRodney,0,1,1,0,1,1,0,0,1,1,1,0
1238,,,chocochipmunki1,0,1,1,0,1,1,0,0,1,1,1,0
1239,,,lex_shmitty,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1240,,,OceaniaCCP,0,1,1,0,1,1,0,0,1,1,1,0
1241,,,Fujikiayato,0,1,1,0,1,1,0,0,1,1,1,0
1242,,,onion84466644,0,1,1,0,1,1,0,0,1,1,1,0
1243,,,no_good_wyfe,1,1,2,1,1,2,0,0.006687,0,0,0,0
1244,,,CuprisinCarey,4,1,5,5,2,7,0.25,0.035544,0,0,0,0
1245,,,_collocated_,0,1,1,0,1,1,0,0,1,1,1,0
1246,,,ameliapsr,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
1247,,,misterciruelo,0,1,1,0,1,1,0,0,1,1,1,0
1248,,,antiwumao444,0,1,1,0,1,1,0,0,1,1,1,0
1249,,,orwellnow2047,0,1,1,0,1,1,0,0,1,1,1,0
1250,,,curlybo2,0,2,2,0,2,2,0,0,1,1,1,0
1251,,,Mark3Ds,0,1,1,0,1,1,0,0,1,1,1,0
1252,,,bIuemign,1,1,2,1,1,2,0,0.006687,0,0,0,0
1253,,,SinceMnday,1,1,2,1,1,2,0,0.006687,0,0,0,0
1254,,,lillithmind,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1255,,,ICukavin,0,1,1,0,1,1,0,0,1,1,1,0
1256,,,sssaffle,0,3,3,0,3,3,0,0,1,1,1,0
1257,,,tuser5555,0,1,1,0,1,1,0,0,1,1,1,0
1258,,,TheDramaClubs1,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1259,,,GreatOverlordX,0,1,1,0,1,1,0,0,1,1,1,0
1260,,,Marco_Malavasi,0,1,1,0,1,1,0,0,1,1,1,0
1261,,,CongSanMatDay,1,1,2,1,1,2,0,0.006687,0,0,0,0
1262,,,AgathaSpode,1,1,2,1,1,2,0,0.006687,0,0,0,0
1263,,,xuhughli9,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1264,,,hirakata,0,1,1,0,1,1,0,0,1,1,1,0
1265,,,fish168,0,1,1,0,1,1,0,0,1,1,1,0
1266,,,WTPOHK,0,1,1,0,1,1,0,0,1,1,1,0
1267,,,JimHLee,0,1,1,0,1,1,0,0,1,1,1,0
1268,,,rickyknives,2,1,3,3,2,5,0.5,0.013374,0,0,0,0
1269,,,magic_kankshell,1,1,2,1,1,2,0,0.006687,0,0,0,0
1270,,,1310_KFKA,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1271,,,ao64181092,0,1,1,0,1,1,0,0,1,1,1,0
1272,,,AviellaLloyd,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1273,,,qiangthesuper,0,1,1,0,1,1,0,0,1,1,1,0
1274,,,_moraida,0,1,1,0,1,1,0,0,1,1,1,0
1275,,,CarlosD47996453,3,1,4,4,2,6,0.333333,0.020061,0,0,0,0
1276,,,sarahconnor0,12,1,13,12,1,13,0.083333,0.087234,0,0,0,0
1277,,,lucernaria_,0,1,1,0,1,1,0,0,1,1,1,0
1278,,,pillowfrost,0,1,1,0,1,1,0,0,1,1,1,0
1279,,,scratchspins,0,1,1,0,1,1,0,0,1,1,1,0
1280,,,iguana012,0,1,1,0,1,1,0,0,1,1,1,0
1281,,,FYH2021,0,1,1,0,1,1,0,0,1,1,1,0
1282,,,ShellSheddy,0,1,1,0,1,1,0,0,1,1,1,0
1283,,,Tiantangdixia,0,1,1,0,1,1,0,0,1,1,1,0
1284,,,princesshreya97,0,9,9,0,9,9,0,0,1,1,1,0
1285,,,lmigaki,1,1,2,1,1,2,0,0.006687,0,0,0,0
1286,,,Ramzscz,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1287,,,fcmaca,0,1,1,0,1,1,0,0,1,1,1,0
1288,,,UnitedSpaceCats,0,1,1,0,1,1,0,0,1,1,1,0
1289,,,LindaWilliamsMD,1,1,2,1,1,2,0,0.006687,0,0,0,0
1290,,,Ladyjdt95,0,10,10,0,10,10,0,0,1,1,1,0
1291,,,deepmpolar,0,1,1,0,1,1,0,0,1,1,1,0
1292,,,bigbuddha50,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1293,,,moriao_hunter,0,1,1,0,1,1,0,0,1,1,1,0
1294,,,vickiep1969,6,1,7,6,1,7,0.166667,0.050606,0,0,0,0
1295,,,Micinski5,3,2,5,4,2,6,0.25,0.020061,1,1,1,2
1296,,,USEmbassyBaku,0,1,1,0,1,1,0,0,1,1,1,0
1297,,,werewolfkevinli,0,2,2,0,2,2,0,0,1,1,1,0
1298,,,marco_maiocchi,0,1,1,0,1,1,0,0,1,1,1,0
1299,,,mandalf3000,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
1300,,,RyanM_79,0,1,1,0,1,1,0,0,1,1,1,0
1301,,,SelfishCitizen,0,1,1,0,1,1,0,0,1,1,1,0
1302,,,szritz,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1303,,,mffeetza,0,1,1,0,1,1,0,0,1,1,1,0
1304,,,Jeongins_Guns,1,1,2,1,1,2,0,0.006687,0,0,0,0
1305,,,AuroraAsian,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1306,,,k8stover,0,1,1,0,1,1,0,0,1,1,1,0
1307,,,morbid_elation,0,1,1,0,1,1,0,0,1,1,1,0
1308,,,letsthinkdeeply,0,2,2,0,2,2,0,0,1,1,1,0
1309,,,skitzypout,3,1,4,4,2,6,0.333333,0.020061,0,0,0,0
1310,,,imjinnie,0,1,1,0,1,1,0,0,1,1,1,0
1311,,,KagaMayu,0,1,1,0,1,1,0,0,1,1,1,0
1312,,,SocialWkAdvo62,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1313,,,shiroitako,0,1,1,0,1,1,0,0,1,1,1,0
1314,,,fleme95,0,3,3,0,3,3,0,0,1,1,1,0
1315,,,mindcaviar,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
1316,,,PLifeBeyondYt,0,1,1,0,1,1,0,0,1,1,1,0
1317,,,MLAS,0,2,2,0,2,2,0,0,1,1,1,0
1318,,,wilson6923,0,1,1,0,1,1,0,0,1,1,1,0
1319,,,BigglesworthX,1,1,2,1,1,2,0,0.006687,0,0,0,0
1320,,,US_China_Menu,7,1,8,8,2,10,0.142857,0.04681,0,0,0,0
1321,,,DarrinGarcia34,0,1,1,0,1,1,0,0,1,1,1,0
1322,,,streamparting,2,1,3,2,1,3,0.5,0.016869,0,0,0,0
1323,,,pkab2000,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
1324,,,KTSavage,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1325,,,subgirlCD,0,1,1,0,1,1,0,0,1,1,1,0
1326,,,Shebnem77,0,2,2,0,2,2,0,0,1,1,1,0
1327,,,W0NPLUSWEN,1,1,2,1,1,2,0,0.006687,0,0,0,0
1328,,,MindyPack,1,1,2,1,1,2,0,0.006687,0,0,0,0
1329,,,ponypower1851,1,1,2,1,1,2,0,0.006687,0,0,0,0
1330,,,chellethebirb,1,1,2,1,1,2,0,0.006687,0,0,0,0
1331,,,NAVARRE__,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1332,,,HeatherFidler2,0,1,1,0,1,1,0,0,1,1,1,0
1333,,,tjwldls2,2,1,3,3,2,5,0.5,0.013374,0,0,0,0
1334,,,_allysonchiu,0,1,1,0,1,1,0,0,1,1,1,0
1335,,,ThreePatchCocoa,1,1,2,1,1,2,0,0.006687,0,0,0,0
1336,,,yibologia,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
1337,,,newsbysamuels,0,1,1,0,1,1,0,0,1,1,1,0
1338,,,KylyFlyly,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1339,,,3dancelover,0,1,1,0,1,1,0,0,1,1,1,0
1340,,,geetsthegrape,0,1,1,0,1,1,0,0,1,1,1,0
1341,,,tourmaline_tree,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1342,,,DeanieHDunne,0,1,1,0,1,1,0,0,1,1,1,0
1343,,,HMgawry,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1344,,,FloraHL6,0,3,3,0,3,3,0,0,1,1,1,0
1345,,,TibetPeople,0,1,1,0,1,1,0,0,1,1,1,0
1346,,,ChasingCrumbs,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
1347,,,EmGusk,0,1,1,0,1,1,0,0,1,1,1,0
1348,,,rachelbianca,0,1,1,0,1,1,0,0,1,1,1,0
1349,,,aboutus,1,1,2,1,1,2,0,0.006687,0,0,0,0
1350,,,alex17ang,1,1,2,1,1,2,0,0.006687,0,0,0,0
1351,,,offonjk,2,1,3,2,1,3,0.5,0.016869,0,0,0,0
1352,,,MamatjanJuma,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
1353,,,rennatts,11,1,12,11,1,12,0.090909,0.073559,0,0,0,0
1354,,,yhkonic,0,1,1,0,1,1,0,0,1,1,1,0
1355,,,triplefucxel,0,1,1,0,1,1,0,0,1,1,1,0
1356,,,akaoni123456,0,1,1,0,1,1,0,0,1,1,1,0
1357,,,Ash40412,0,1,1,0,1,1,0,0,1,1,1,0
1358,,,mainstay01,0,1,1,0,1,1,0,0,1,1,1,0
1359,,,NUrTgVHuLIuLYkD,0,1,1,0,1,1,0,0,1,1,1,0
1360,,,deviImunch,0,1,1,0,1,1,0,0,1,1,1,0
1361,,,joymomomo,0,1,1,0,1,1,0,0,1,1,1,0
1362,,,koume_kikuchiyo,0,1,1,0,1,1,0,0,1,1,1,0
1363,,,Orsa20191,0,1,1,0,1,1,0,0,1,1,1,0
1364,,,palatinelibrary,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1365,,,noona_pot,0,2,2,0,2,2,0,0,1,1,1,0
1366,,,slitheringnessa,0,1,1,0,1,1,0,0,1,1,1,0
1367,,,TheJetLim,0,1,1,0,1,1,0,0,1,1,1,0
1368,,,seikei0111,0,1,1,0,1,1,0,0,1,1,1,0
1369,,,deiustitiaadrem,0,1,1,0,1,1,0,0,1,1,1,0
1370,,,LaurenEMorrill,9,1,10,10,2,12,0.111111,0.221941,0,0,0,0
1371,,,shogun_uk,0,1,1,0,1,1,0,0,1,1,1,0
1372,,,4a3lo,0,3,3,0,3,3,0,0,1,1,1,0
1373,,,superzuzu,0,2,2,0,2,2,0,0,1,1,1,0
1374,,,Hxnyxpxxh,0,2,2,0,2,2,0,0,1,1,1,0
1375,,,FedUpLys,10,2,12,11,3,14,0.090909,0.07386,1,1,1,10
1376,,,schopelistic,1,1,2,1,1,2,0,0.006687,0,0,0,0
1377,,,atiyanaaa,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1378,,,marvolochaw,0,1,1,0,1,1,0,0,1,1,1,0
1379,,,Jackson66965241,0,1,1,0,1,1,0,0,1,1,1,0
1380,,,unnamedgirls,0,1,1,0,1,1,0,0,1,1,1,0
1381,,,ia_hy1207,0,1,1,0,1,1,0,0,1,1,1,0
1382,,,AlanVirl,1,1,2,1,1,2,0,0.006687,0,0,0,0
1383,,,AndrewAdamsKSL,0,1,1,0,1,1,0,0,1,1,1,0
1384,,,soymilk_mg,0,1,1,0,1,1,0,0,1,1,1,0
1385,,,8472Hearts,0,1,1,0,1,1,0,0,1,1,1,0
1386,,,KawaiiDaUnicorn,0,2,2,0,2,2,0,0,1,1,1,0
1387,,,andrea21648,0,1,1,0,1,1,0,0,1,1,1,0
1388,,,cali_pygian,2,4,6,2,4,6,0.2,0.013374,1,1,1,3
1389,,,0zeyXQKOM39PKeS,1,1,2,1,1,2,0,0.006687,0,0,0,0
1390,,,isachaengz,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1391,,,fiancetank_YV,0,1,1,0,1,1,0,0,1,1,1,0
1392,,,aj110596,0,2,2,0,2,2,0,0,1,1,1,0
1393,,,GiveANote,1,1,2,1,1,2,0,0.006687,0,0,0,0
1394,,,SatbirDhillon22,4,1,5,4,1,5,0.25,0.026749,0,0,0,0
1395,,,LadyLakeMusic,0,1,1,0,1,1,0,0,1,1,1,0
1396,,,bjppx77,0,1,1,0,1,1,0,0,1,1,1,0
1397,,,Tweedia_0907,0,1,1,0,1,1,0,0,1,1,1,0
1398,,,jerrydoby_,0,1,1,0,1,1,0,0,1,1,1,0
1399,,,Himino_0711,0,1,1,0,1,1,0,0,1,1,1,0
1400,,,artsicheng,15,1,16,15,1,16,0.066667,0.130555,0,0,0,0
1401,,,SHIVAKU81476139,0,2,2,0,2,2,0,0,1,1,1,0
1402,,,Asuma_Tan,0,1,1,0,1,1,0,0,1,1,1,0
1403,,,parco3,0,2,2,0,2,2,0,0,1,1,1,0
1404,,,KSL5TV,7,3,10,8,4,12,0.111111,0.071817,2,0.625,0.7,90
1405,,,laikatv,0,1,1,0,1,1,0,0,1,1,1,0
1406,,,Pomu2_Hu,0,1,1,0,1,1,0,0,1,1,1,0
1407,,,ToddHar86581833,0,1,1,0,1,1,0,0,1,1,1,0
1408,,,MasuoRay,0,1,1,0,1,1,0,0,1,1,1,0
1409,,,setosetoda,0,1,1,0,1,1,0,0,1,1,1,0
1410,,,Chilhon2016Lap,0,1,1,0,1,1,0,0,1,1,1,0
1411,,,namzrs,0,1,1,0,1,1,0,0,1,1,1,0
1412,,,newscenterPHL1,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
1413,,,muzzza9,0,1,1,0,1,1,0,0,1,1,1,0
1414,,,nythaikus,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1415,,,felixkissesboyz,1,1,2,1,1,2,0,0.006687,0,0,0,0
1416,,,jamesesquire6,0,1,1,0,1,1,0,0,1,1,1,0
1417,,,cristallum_arca,0,2,2,0,3,3,0,0,1,1,1,0
1418,,,RickiePhoto,0,1,1,0,1,1,0,0,1,1,1,0
1419,,,xdefning,3,2,5,3,2,5,0.25,0.020061,1,1,1,2
1420,,,AnitaNelam,0,1,1,0,1,1,0,0,2,0.666667,0.75,0
1421,,,rikka,0,1,1,0,1,1,0,0,1,1,1,0
1422,,,hobo862220,0,1,1,0,1,1,0,0,1,1,1,0
1423,,,avokabik,6,1,7,6,1,7,0.166667,0.050998,0,0,0,0
1424,,,KBULL93,0,1,1,0,1,1,0,0,1,1,1,0
1425,,,JohnLew45258123,0,1,1,0,1,1,0,0,1,1,1,0
1426,,,Rain2And,0,2,2,0,2,2,0,0,1,1,1,0
1427,,,a_m_r001,0,1,1,0,1,1,0,0,1,1,1,0
1428,,,CaglePost,7,1,8,8,2,10,0.142857,0.085246,0,0,0,0
1429,,,manaldinho1111,0,1,1,0,1,1,0,0,1,1,1,0
1430,,,katiebradley102,0,1,1,0,1,1,0,0,1,1,1,0
1431,,,starshine_3,1,2,3,1,2,3,0.5,0.006687,1,1,1,0
1432,,,Gzebra5,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1433,,,YhiromiY,0,1,1,0,1,1,0,0,1,1,1,0
1434,,,Dandeliondirtrd,0,2,2,0,2,2,0,0,1,1,1,0
1435,,,charuman,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
1436,,,itweetiexist,0,1,1,0,1,1,0,0,1,1,1,0
1437,,,305vies,0,1,1,0,1,1,0,0,1,1,1,0
1438,,,ForeverVenera,0,1,1,0,1,1,0,0,1,1,1,0
1439,,,Vanessacharters,0,1,1,0,1,1,0,0,1,1,1,0
1440,,,lisamariepane,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1441,,,gailstout,0,2,2,0,2,2,0,0,2,0.75,0.833333,0
1442,,,IchiShk01,0,1,1,0,1,1,0,0,1,1,1,0
1443,,,kmhall,3,1,4,3,1,4,0.333333,0.020061,0,0,0,0
1444,,,Tomo75933448,0,2,2,0,2,2,0,0,1,1,1,0
1445,,,lunavayaluna,0,1,1,0,1,1,0,0,1,1,1,0
1446,,,OculusFinancial,1,1,2,1,1,2,0,0.006687,0,0,0,0
1447,,,Wisteria0527,0,2,2,0,2,2,0,0,1,1,1,0
1448,,,WZ0210,0,1,1,0,1,1,0,0,1,1,1,0
1449,,,YankeeLew,6,1,7,6,1,7,0.166667,0.061088,0,0,0,0
1450,,,mmaiyuto,0,6,6,0,6,6,0,0,1,1,1,0
1451,,,heisvv,6,7,13,6,7,13,0.083333,0.040123,1,1,1,30
1452,,,mirethecat,0,2,2,0,2,2,0,0,1,1,1,0
1453,,,5gy4Sys0DyCEP1Y,0,2,2,0,2,2,0,0,1,1,1,0
1454,,,rururuice,0,1,1,0,1,1,0,0,1,1,1,0
1455,,,archiestrategos,0,1,1,0,1,1,0,0,1,1,1,0
1456,,,itzIooniz,1,1,2,1,1,2,0,0.006687,0,0,0,0
1457,,,H0TGIRLCOUTURE,5,1,6,5,1,6,0.2,0.033436,0,0,0,0
1458,,,aboabo0602,0,1,1,0,1,1,0,0,1,1,1,0
1459,,,yugo0527,0,1,1,0,1,1,0,0,1,1,1,0
1460,,,CT_FOX,0,1,1,0,1,1,0,0,1,1,1,0
1461,,,ErinArias13,0,6,6,0,9,9,0,0,1,1,1,0
1462,,,Mariam_Calder,0,1,1,0,1,1,0,0,1,1,1,0
1463,,,hyujinee,0,1,1,0,1,1,0,0,1,1,1,0
1464,,,b96981733,0,2,2,0,2,2,0,0,1,1,1,0
1465,,,bluewind_a,0,1,1,0,1,1,0,0,1,1,1,0
1466,,,ciprycanovi,0,1,1,0,1,1,0,0,1,1,1,0
1467,,,tsusa23,0,9,9,0,10,10,0,0,1,1,1,0
1468,,,donkanako,0,2,2,0,2,2,0,0,3,0.545455,0.638889,0
1469,,,Kyleeeeee_C,0,1,1,0,1,1,0,0,1,1,1,0
1470,,,yoiko23421,0,2,2,0,2,2,0,0,1,1,1,0
1471,,,wpohsuan_3197,0,1,1,0,1,1,0,0,1,1,1,0
1472,,,taketnn,0,6,6,0,6,6,0,0,1,1,1,0
1473,,,ymdxmeganeeeeen,0,1,1,0,1,1,0,0,1,1,1,0
1474,,,airhasiescardo,0,6,6,0,6,6,0,0,2,0.875,0.928571,0
1475,,,fukiko0204,4,1,5,4,1,5,0,0.022081,1,1,1,6
1476,,,Ssavi11,0,1,1,0,1,1,0,0,1,1,1,0
1477,,,kiri_390,0,1,1,0,1,1,0,0,1,1,1,0
1478,,,HiVanillaSky,0,1,1,0,1,1,0,0,1,1,1,0
1479,,,lbroske,2,1,3,2,1,3,0.5,0.013374,0,0,0,0
1480,,,tingdingding123,0,1,1,0,1,1,0,0,1,1,1,0
1481,,,DBreban,6,1,7,6,1,7,0.166667,0.040123,0,0,0,0
1482,,,travel_ski_love,0,6,6,0,6,6,0,0,2,0.8,0.875,0
1483,,,Korinokakera_,0,2,2,0,2,2,0,0,1,1,1,0
1484,,,honeyflies05,0,1,1,0,1,1,0,0,1,1,1,0
1485,,,dokuRingo13,0,2,2,0,2,2,0,0,1,1,1,0
1486,,,ue2goten,0,1,1,0,1,1,0,0,1,1,1,0
1487,,,dogandwinelover,2,6,8,2,6,8,0.142857,0.013374,2,0.857143,0.916667,6
1488,,,KSL_AlexCabrero,1,3,4,1,3,4,0.333333,0.006687,1,1,1,0
1489,,,VENTIHYE,6,1,7,7,2,9,0.166667,0.043617,0,0,0,0
1490,,,sarah052794,1,6,7,1,6,7,0.166667,0.006687,2,0.857143,0.916667,0
1491,,,pitkeev,0,3,3,0,3,3,0,0,1,1,1,0
1492,,,drusje__,0,1,1,0,1,1,0,0,1,1,1,0
1493,,,FxxkCCP3,0,1,1,0,1,1,0,0,1,1,1,0
1494,,,kirakir7052464,0,2,2,0,2,2,0,0,1,1,1,0
1495,,,Mie05161,0,3,3,0,3,3,0,0,3,0.583333,0.690476,0
1496,,,idannyb,0,1,1,0,1,1,0,0,1,1,1,0
1497,,,c_jptk,0,1,1,0,1,1,0,0,1,1,1,0
1498,,,yukita_1234,0,1,1,0,1,1,0,0,1,1,1,0
1499,,,CPA271,0,1,1,0,1,1,0,0,1,1,1,0
1500,,,kapuritou,0,1,1,0,1,1,0,0,1,1,1,0
1501,,,carlaguionbajop,0,1,1,0,1,1,0,0,1,1,1,0
1502,,,melon_3103,0,1,1,0,1,1,0,0,1,1,1,0
1503,,,iceberg0707,0,1,1,0,1,1,0,0,1,1,1,0
1504,,,kyu_tyan93,0,1,1,0,1,1,0,0,1,1,1,0
1505,,,aptt,0,3,3,0,3,3,0,0,3,0.535714,0.588889,0
1506,,,makonyan7,0,3,3,0,3,3,0,0,1,1,1,0
1507,,,AiraLifeIsGood,0,1,1,0,1,1,0,0,1,1,1,0
1508,,,wataman2mawata,0,2,2,0,2,2,0,0,1,1,1,0
1509,,,yn12171129,0,1,1,0,1,1,0,0,1,1,1,0
1510,,,Tirxmiisu,0,1,1,0,1,1,0,0,1,1,1,0
